CO2,tVOC,Humidity,Temp,Fire
4.2,5.417,0.0995,0.5078,1
3.454,3.819,0.1017,0.5078,1
3.357,3.61,0.1035,0.5079,1
3.192,3.259,0.1066,0.5077,1
2.737,2.297,0.1111,0.5078,1
2.1,0.922,0.1149,0.5077,1
2.722,2.268,0.1182,0.5077,1
2.493,1.768,0.1146,0.5074,1
2.24,1.224,0.124,0.5065,1
2.709,2.235,0.1228,0.5058,1
2.305,1.371,0.1224,0.5045,1
2.601,1.997,0.1234,0.5025,1
2.676,2.159,0.1234,0.5009,1
2.457,1.688,0.1214,0.4997,1
2.616,2.029,0.1208,0.4992,1
2.601,1.997,0.1219,0.4987,1
2.601,1.997,0.1243,0.4978,1
2.1,0.922,0.1258,0.4968,1
2.305,1.371,0.1271,0.4959,1
1.997,0.74,0.13,0.4944,1
2.33,1.419,0.1307,0.4929,1
2.218,1.184,0.131,0.4925,1
2.412,1.598,0.1315,0.4923,1
2.02,0.784,0.1305,0.4923,1
2.402,1.577,0.1301,0.4926,1
2.402,1.577,0.1292,0.4931,1
2.412,1.598,0.1275,0.4937,1
2.285,1.324,0.1225,0.4943,1
2.166,1.067,0.1194,0.4947,1
2.02,0.784,0.1183,0.4949,1
2.23,1.202,0.1175,0.4953,1
2.128,0.981,0.1144,0.4956,1
2.261,1.272,0.112,0.4957,1
1.954,0.67,0.1133,0.4955,1
1.815,0.469,0.1155,0.4957,1
1.764,0.407,0.1178,0.4959,1
1.628,0.271,0.1206,0.4962,1
2.072,0.868,0.1206,0.4961,1
2.218,1.184,0.1229,0.4946,1
2.355,1.467,0.1246,0.4924,1
1.988,0.725,0.127,0.4902,1
2.039,0.819,0.13,0.4878,1
2.092,0.909,0.1336,0.4858,1
3.815,4.59,0.1363,0.4843,1
3.914,4.814,0.1383,0.4823,1
3.257,3.407,0.1361,0.4385,1
2.343,1.448,0.1365,0.4383,1
2.791,2.41,0.1439,0.4368,1
2.197,1.138,0.1444,0.4367,1
2.16,1.045,0.1443,0.4346,1
1.618,0.262,0.1448,0.4346,1
1.823,0.479,0.1455,0.4345,1
2.611,2.023,0.146,0.4344,1
4.112,5.223,0.1467,0.4343,1
1.259,0.13,0.1476,0.4342,1
2.611,2.023,0.1484,0.434,1
2.197,1.138,0.1493,0.4339,1
4.416,5.867,0.1501,0.4339,1
2.353,1.463,0.1507,0.4338,1
3.892,4.774,0.1512,0.4336,1
4.881,6.859,0.1511,0.4334,1
0.421,0.003,0.4429,0.2311,0
0.435,0.005,0.4433,0.2311,0
0.496,0.006,0.4427,0.2311,0
0.444,0.006,0.4427,0.2312,0
0.448,0.007,0.4428,0.2312,0
0.56,0.007,0.4426,0.2312,0
0.448,0.007,0.4426,0.2312,0
0.465,0.009,0.4428,0.2312,0
0.461,0.009,0.4426,0.2311,0
0.459,0.008,0.4427,0.2312,0
0.445,0.006,0.4641,0.233,0
0.441,0.006,0.464,0.2329,0
0.438,0.005,0.4635,0.2329,0
0.422,0.003,0.4644,0.2329,0
0.417,0.002,0.4644,0.2329,0
0.414,0.002,0.4646,0.2329,0
0.409,0.001,0.4647,0.233,0
0.417,0.002,0.4648,0.2329,0
0.417,0.002,0.466,0.2329,0
0.417,0.002,0.4659,0.2329,0
5.732,8.706,0.2533,0.4029,1
2.395,1.561,0.2483,0.4028,1
2.108,0.937,0.2467,0.4024,1
2.012,0.767,0.2423,0.4019,1
2.549,1.886,0.241,0.4014,1
2.365,1.492,0.2422,0.4008,1
2.257,1.253,0.247,0.4002,1
1.957,0.674,0.251,0.3997,1
1.832,0.49,0.2533,0.3991,1
1.917,0.611,0.27,0.3974,1
